pontosfrageis,pontosfortes,,
"- Muitos alunos tem baixa expectativa para seu futuro
 - Pouca cooperação entre família e escola
 - Certo distanciamento entre professor e aluno
 - Desengajamento em relação às atividades escolares","- Valorização do aluno pela escola
 - Promoção de atividades esportivas
 - Estímulo e exercício de altruísmo e cooperação",3,PUD002-2014.1-A
"Escola central com comunidades diferenciadas.
   Localização da escola com arredores facilitadores para o uso de drogas.
  Turmas muito grandes o que dificulta detectar com rapidez alguns problemas e mudanças de comportamento dos alunos.
  Desmotivação e desengajamento em relação as atividades escolares.
  Comunidade carente,que não consegue se locomover para outras práticas e continua vivenciar e reproduzir os mesmos hábitos sociais.","Relação de cooperação entre família e a escola.
   
   Presença de regras claras e referencias de autoridades na escola.

  Atividades extra curriculares incentivando um diferente projeto de vida,tais como passeios ,aulas musicais na banda e dança.

   Relações de respeito entre educador e aluno.

   Palestras com parceiros da escola, como universidades, e profissionais específicos de várias áreas, visando informações diferenciadas.",3,PUD002-2014.1-A
"1. Fragilidade na estrutura e relação das famílias consideradas de risco;

2. Alunos especiais suscetíveis ao uso indevido de drogas para chacota, exploração, curiosidade, entre outros;

3. Facilidade de acesso as drogas lícitas no ambiente familiar;

4. Influência da mídia no apelo ao consumo das drogas;

5. Utilização de cigarro feita pelos pais de alunos e funcionários nas imediações da escola.","1.  Presença de Projetos Educacionais diferenciados, favorecendo aos alunos a permanência em período integral na escola;

2. Presença de afetividade e confiança no ambiente escolar;

3. Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos;

4. Abordagem constante sobre a qualidade de vida em relação ao uso de drogas;

5. Conversação e compreensão dos funcionários e pais de alunos sobre a utilização do cigarro fora do ambiente escolar.",3,PUD002-2014.1-A
"Localização da escola em área vulnerável, isto é, presença de traficantes no entorno da escola.
Alunos usuários de droga nas proximidades da escola. 
Agressividade dos alunos com os colegas, professores e demais funcionários da escola.","A vigilância da escola para que não ocorra uso de drogas no ambiente escolar. 
Os professores tem adquirido mais capacitação para está ajudando os alunos dependentes químicos.
Melhor relacionamento interpessoal aluno/professor.",3,PUD002-2014.1-A
"1) Pontos frágeis da minha escola
Proximidade da rede de distribuição de drogas com a escola;

2) Estrutura do prédio favorece a entrada de pessoas estranhas ao ambiente escolar (muros muito baixos ou quebrados);

3) Afirmação da diretora de que não existe ou, que a mesma desconhece, usuários de substâncias psicoativas no interior das famílias do aluno. No entanto, baseado nos textos do módulo 8, bem sabemos que há um grande percentual de usuários de drogas lícitas que não são levados em conta e dado a devida importância a essa gravidade.

4) A idade escolar impede que seja feito um trabalho mais avançado sobre o assunto, pois como são crianças com pouca idade não sabemos se terá continuidade do trabalho de prevenção em outra instituição subsequente;

5) O poder aquisitivo das famílias é considerável, segundo a diretora, situação em que as mesmas utilizam-se do consumismo como moeda de troca, devido ao tempo restrito entre pais e filhos.","1) Relações de respeito mútuo, compromisso e cooperação;

2) Relações amistosas e de cooperação entre família e escola;

3) Articulação da escola com parcerias e equipamentos sociais que fortaleçam sua ação educativa;

4) Fortes vínculos afetivos entre professores e alunos;

5) Promoção de atividades sociais, esportivas e culturas significativas ã comunidade;",3,PUD002-2014.1-A
"* Alunos que vivem em comunidades onde o uso e abuso de drogas são frequentes;
* Alunos com famílias desestruturadas, que apresentam comportamentos inadequados.","* Atividades que envolvem os alunos;
* Relação de respeito com todos;
* Busca da autonomia dos alunos;
* Preocupação com o futuro dos alunos, visando sua vida profissional e pessoal;
* Relação de confiança entre os profissionais da escola, os alunos e seus familiares.",3,PUD002-2014.1-A
"Um dos pontos mais Frágeis é a localização da Escola; seguido da desestruturação social do bairro.
Presença da violência.
Baixas expectativas de sucesso.
ausência de colaboração entre famílias e escola.","o esforço da escola na permanência do aluno.
presença de oficinas educativas fora dos horários escolares",3,PUD002-2014.1-A
"Família, uso de drogas acentuado, posto de saúde e CRAS e conselho tutelar","Rede de proteção, PEAS, programas educacionais, equipe pedagógica.",3,PUD002-2014.1-A
"Fatores de risco: pontos frágeis da minha escola

1. Localização da escola;
2. Histórico de discriminação já vivenciada pela comunidade;
3. Baixa taxa de formação acadêmica na comunidade; e falta de possibilidade de acesso a essa formação devido ao histórico que envolve a comunidade;
4. Segregação pelo fator discriminatório, e social;
5. Falta de oportunidades de cultural e econômica, tornando as drogas o caminho mais fácil para vivenciar a felicidade instantânea.
6. Conflito de identidade dos moradores com a região;","Fatores de proteção: pontos fortes da minha escola

1. Interesse em mudar uma realidade; tentando sanar a carência que arrasta os alunos para o mundo das drogas;
2. Relação sócio afetiva e de confiança que facilita uma intervenção junto aos alunos;
3. Relação de confiança, respeito à adversidade;
4. Respeito e solidariedade;
5. Abertura da Comunidade escolar no que se refere a receber novas estratégias de trabalho;
6. Localização da entidade, uma vez que a escola está localizada na região central do bairro;",3,PUD002-2014.1-A
"1-proximidade da rede de distribuição de drogas com a escola
2-estrutura do prédio favorece a entrada de pessoas estranhas ao ambiente escolar 
3- A diretora  desconhece, usuários de substâncias psicoativas no interior das famílias do aluno. 
4- a idade escolar impede que seja feito um trabalho mais avançado sobre o assunto
5- O poder aquisitivo das famílias é considerável, situação em que as mesmas utilizam-se do consumismo como moeda de troca, devido ao tempo restrito entre pais e filhos.","1-relações de respeito mútuo, compromisso e cooperação;

2-relações amistosas e de cooperação entre família e escola;

3-articulação da escola com parcerias e equipamentos sociais que fortaleçam sua ação educativa.

4-fortes vínculos afetivos entre professores e alunos;

5-presença de afetividade e confiança no ambiente escolar;",3,PUD002-2014.1-A
"* desunião e competitividade entre professores;
* Ausência da participação da pedagoga na vida do aluno e do professor;
* Poucas reuniões com os pais na escola;
* Pouco interesse dos pais na vida do filho; 
* Pouco recurso didático e na estrutura da escola.","* A escola tem forte parceria com a saúde e empresas locais;
*O gestor é encontrado com freqüência na escola;
* Presença constante do Conselho Tutelar na Escola;
* Empenho extraordinário da Assistente Social na vida do aluno;
* ótima relação entre professores e alunos;
* Promoções de Palestras sobre drogas com  frequência ;
* Atividades culturais, resgatando a auto estima do aluno.",3,PUD002-2014.1-A
"FRACOS
•	Pouca presença e participação da família na escola.
•	Alunos de alto risco e vulnerabilidades diversas (nível socioeconômico e sociocultural baixos ,  em situação de risco social ).
•	Problemas na rede familiar ( violência doméstica, uso de drogas por familiares, abandono afetivo).
•	Alunos que sofreram muita exclusão nas relações escolares anteriores devido às deficiências: repetência, bulling, práticas pedagógicas que não respeitam a diversidade, preconceito por parte de colegas, familiares e professores que nutrem baixas expectativas sobre os mesmos.
•	Pertencimento comunitário: a maioria dos nossos jovens são de comunidade com forte apelo ao consumo e fácil acesso a droga .","FORTES
•	Rede interna : equipe de Analistas da Educação . Os alunos são avaliados e têm seus repertórios de entrada na instituição através da avaliação pedagógica e da anammense realizada por esses profissionais.Os professores têm acesso a essas informações que possibilitam um planejamento de ações mais assertivas. 
•	Todas as ações são voltadas para a inclusão dos alunos e as práticas respeitam a diversidade, trabalhamos a autoestima, a autocorreção, o autoconhecimento, a valorização das aprendizagens tudo com muito respeito e afetividade.
•	Acompanhamos nossos alunos mesmo depois que são incluídos nas escolas comuns .Os Atendimentos Educacionais Especializados promovem a complementação e a suplementação, o acesso ao currículo e à equidade. As Oficinas Pedagógicas   preparam os mesmos para o mercado de trabalho.A inserção profissional  já mudou a vida de muitos de nossos jovens. 
•	Rede externa : nossos parceiros nos ajudam nos fornecendo recursos humanos, pedagógicos, financeiros, etc. 
•	Realização de programas de prevenção do envolvimento com drogas pela escola através do PROERD torna a escola um ambiente seguro e protetor.",3,PUD002-2014.1-A
"* Alunos que vivem em comunidades onde o uso e abuso de drogas são frequentes;
* Alunos com famílias desestruturadas, que apresentam comportamentos inadequados.","* Atividades que envolvem os alunos;
* Relação de respeito com todos;
* Busca da autonomia dos alunos;
* Preocupação com o futuro dos alunos, visando sua vida profissional e pessoal;
* Relação de confiança entre os profissionais da escola, os alunos e seus familiares.",3,PUD002-2014.1-A
"Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente escolar.
Relações conflituosas na família
Ausência de referência de autoridade e limites definidos e respeitados.
Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente.
Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente","Realização de programas de prevenção do envolvimento com drogas pela escola.
Relações de respeito entre educador e aluno.
Pertencimento e valorização do aluno pela escola.
Estímulo e motivação para as atividades escolares.
Escola como ambiente seguro e protetor.",3,PUD002-2014.1-A
"Principais Aspectos Frágeis:
•	O uso de drogas pelos pais e pelos amigos;
•	Relacionamento difícil com os pais;
•	Desinteresse pelo desempenho (insatisfeito)  escolar;
•	Baixa auto-estima e de responsabilidade do adolescente ou jovem;
•	Falta de religiosidade do adolescente ou jovem e principalmente a família;
•	Nível socioeconômico de acordo com a sua classe;
•	Fácil acesso as drogas e problemas comportamentais.","Principais Aspectos Fortes:
•	Sucesso em se desempenho como aluno na escola; 
•	A importância do apoio e do vínculo dos pais e da família;
•	A apoio importante das instituições como escola e religião;
•	 A participação de ações sociais e de instituições não governamentais;
•	O envolvimento dos pais com seus filhos dando a eles uma visão com regras conduta claras e transparentes através de suas vidas familiares;
•	Crença em normas e valores da sociedade por parte do adolescente.",3,PUD002-2014.1-A
"1) Falta de recursos financeiros para implementar projetos que visam o combate ao uso das drogas;
2) Ausência de participação da comunidade e dos pais de alunos; 
3) Ausência de material referente às drogas;
4) Ausência de treinamento com profissional da área;
5) Número insuficiente de funcionários.","1) Estrutura física ampla;
2) Profissionais dedicados;
3) Bom relacionamento entre os servidores da escola;
4) Professores empenhados;
5) Escola tradicional.",3,PUD002-2014.1-A
"Os pontos frágeis da minha escola são: 
Cultura anti-drogas centrada em movimento de fora para dentro. Programa PROERD tão somente;
Comunidade envolta em um cenário com condições socioeconómica desfavoráveis;
Adolescentes sem muitas possibilidades de lazer local;
O espaço interno da escola necessita de ampliação para possibilitar atividades mais contextualizadas com as demandas contemporâneas. Não há computadores para os alunos utilizarem;","A equipe está sempre atenta às situações que envolvem mudanças de comportamento dos alunos;
A comunidade quando convidada pela equipe para resolver situações-problema se mostra participativa em sua maioria;
Há atividades desportivas praticadas com os alunos no final de semana;
A escola se dispõe a buscar novas formas para envolver a comunidade.",3,PUD002-2014.1-A
"1-Ausência  de relações de cooperação entre a família e a escola.

2-Relações conflituosas na família
.
3-Rigidez ou permissividade na negociação de regras  familiares
.
4-Baixas espectativas e baixo investimento familiar em relação ao futuro a projeto de vida do adolescente.

5-Presença de violência como estratégia para lidar com conflitos.","1-Pertencimento e valorização do aluno pela escola.

2-Presença de regras claras e referências de autoridades na escola.

3-Relações de respeito entre professor  e aluno.

4-Estímulo e motivação para as atividades escolares.

5-Experiências positivas de aprendizagem",3,PUD002-2014.1-A
"Localizada num bairro sem policiamento; os alunos, quase totalidade sao moradores da favela Dezoito, violenta; drogas licitas e ilicitas faz parte da cultura local; o aluno sempre tem um familiar ou amigo usuario ou ligado ao trafico e raros familiares sao participativos.",Direcao e funcionarios empenhados; relacoes amistosas com os alunos; referencia de autoridade; limites definidos com alguma flexibilidade; o aluno se sente como parte da escolar.,3,PUD002-2014.1-A
"Podem ser considerados fatores de risco, ou pontos frágeis nesta escola: existência de conflitos políticos, familiares e de prática de criminalidade, na vizinhança, resistência e insensibilidade de alguns profissionais da escola, existência de casos de conflitos, confrontos, bulliyng, agressões físicas na escola e na comunidade escolar, ausência de projetos efetivos de prevenção da vulnerabilidade dos alunos, presença de alunos ligados ao uso e venda de drogas na região onde se localiza a escola, ínfimas ocorrências de ações afirmativas voltadas para a promoção da saúde na escola.","Assim, de modo geral, são considerados fatores de proteção, ou pontos fortes nesta escola: a qualidade da maioria das relações interpessoais, a presença de profissionais comprometidos com a formação humana, a existência de profissionais sensíveis aos problemas sociais dos alunos, a presença de alunos conscientes, bem orientados pelas famílias e com boa habilidade social com os colegas, a prática da inclusão escolar, a disposição para se desenhar a contextualização da comunidade escolar em relação ao uso de drogas, dentre outros.",3,PUD002-2014.1-A
"1 - Resistência no cumprimento das regras de alunos problemas.

2- Falta de maior participação da família na vida escolar do educando.

3 – Dificuldade em desenvolver um trabalho aprofundado de prevenção de drogas, por causa da faixa etária dos alunos.

4 – Pouca preparação de professores para trabalhar o assunto “drogas”.

5 – Não possui dados, pesquisas que informem a realidade de consumo na comunidade escolar.","1 - Valorização do aluno pela escola, com estímulo, motivação nas atividades e palestras da patrulha escolar.

2 - Realização de atividades que envolvam mais a família, através de gincanas, dia da família, festas.

3 - Equipe escolar receptiva e preocupada em ajudar nas necessidades dos alunos.

4 – Muitos professores trabalham em equipe.

5 – Assistência da Polícia Militar.",3,PUD002-2014.1-A
"periculosidade do bairro
pequena quantidade de alunos
falta de interesse dos professores
espaço físico inadequado
defasagem escolar","juventude crítica
participação dos alunos
diretoria ativa
eventos de conscientização
professores trabalhando em conjunto",3,PUD002-2014.1-A
"1.Proximidade da rede de distribuição de drogas com a escola:sempre na hora da saída dos alunos , algumas pessoas suspeitas ficam na esquina do colégio.
2.Presença do uso ou abuso de drogas lícitas e ilícitas no ambiente familiar:já pudemos observar a presença de alguns pais alcoolizados até mesmo em entregas de boletins.
3.Baixas expectativas e baixo investimento familiar em relação ao futuro e projeto de vida do adolescente:nem todos alunos recebem incentivos da família para o estudo e realização de cursos.
4.Ausência de referência de autoridade e limites definidos e respeitados:pais ausentes , alunos que se quer tem horário pra chegar em casa.
5.Relações com os colegas usuários de drogas dentro da escola:esse prolema ocorre muito no início do ano letivo , onde as amizades se iniciam.","1.Relações de respeito mútuo, compromisso e cooperação entre agentes educativos:Temos uma ótima equipe pedagógica , professores comprometidos e um diretor muito ativo.
2.Presença de afetividade e confiança no ambiente escolar:muitos alunos encontram na escola o ambiente acolhedor que precisam.
3.Definição, comunicação e negociação de normas, regras e limites:tudo é muito claro,as regras e os limites.
4.Verbalização de expectativas positivas com relação ao desenvolvimento e desempenho dos alunos:deixamos claro ao nosso aluno que ele é capaz ,é preciso dedicação.
5.Coerência e congruência entre professores, diretores e servidores na aplicação de normas e regras escolares:através de reuniões pedagógicas sempre procuramos estabelecer parâmetros para caminharmos juntos falando a mesma linguagem.",3,PUD002-2014.1-A
Falta de parcerias para o estabelecimento de uma rede social externa que busque formar sujeitos coletivos na iniciativa de prevenção.,"Contexto social distante das grandes metrópoles brasileiras. Por ser uma escola situada  no interior, o tráfico de drogas não é difundido com tanta naturalidade e massividade. O contexto familiar ainda não é tão marcado pelo distanciamento entre pais e filhos, os pais exercem um acompanhamento da vida escolar dos seus filhos. O bom relacionamento entre Professores e alunos.",3,PUD002-2014.1-A
"01 - Ausência de cooperação entre família e a escola;

02 -Frustração e pressão diante das experiências de aprendizagem;

03 - Proximidade da rede de distribuição de drogas com a escola;

04 - Relações com os colegas usuários de drogas dentro da escola;

05 -Realização de trabalho em condições adversas, como atividades ilícitas e Trabalho infantil.","01 -Pertencimento e valorização do aluno pela escola;

02 - Relações de respeito entre educador e aluno;

03 - Estimulo e motivação para as atividades escolares;

04 - Realização de programas de prevenção do envolvimento com drogas na escola;

05 - A escola como ambiente seguro e protetor.",3,PUD002-2014.1-A
".Ausência de relações de cooperação entre família e escola;
.Proximidade da rede de distribuição de drogas com a escola; 
.O adolescente só pertencer a grupos C/ predominância de hábitos não saudáveis;
.Grupo envolvido com tráfico de drogas;
.Comunidade com forte apelo de consumo.",".Pertencimento e valorização do aluno pela escola;
.Estímulo e motivação para as atividades escolares;
.Mobilização e conscientização para conhecimento sobre a realidade de consumo na escola;
.O grupo que dá espaço ao adolescente para se manifestar e ser protagonista;
.Grupo que não precisa recorrer à violência para solucionar problemas.",3,PUD002-2014.1-A
"-Despreparo da gestão escolar com as informações sobre os alunos.
-Falta de estrutura escolar.
-Escola de difícil acesso.
-Trabalho sem condições essenciais","-Quantitativo de alunos.
-Escola rural pequena.
-Ambiente natural,livre de poluição.
-Trabalho em equipe",3,PUD002-2014.1-A
"1Pouca integração com a comunidade
2Pouco diálogo entre os professores
3Falta de iniciativa por parte da escola
4Falta de identidade coma  comunidade
5Indisciplina de alguns alunos","1Diversidade cultural e social dos alunos
2Acesso à escola e localização
3Relacionamento e convivência entre alunos e professores
4 Professores qualificados
5 Boa estrutura arquitetônica",3,PUD002-2014.1-A
"- Baixo rendimento escolar

      - Falta de limite dos alunos

      - Falta de interesse dos profissionais por capacitação

      - Falta de trabalho em equipe

      - Problemas familiares","- Reforço escolar

     - Educação integral

     - OP e OE fixos  na escola

     - Parceria com Conselho Tutelar e Ed.Especial

     -  Programa Ed. de Resistência às Drogas",3,PUD002-2014.1-A
"Pouco envolvimento da família no desenvolvimento dos estudantes;

Os filhos deixados pelos pais sobre a responsabilidade de avós debilitados; 

O fácil acesso a drogas;
 
A luta contra o individualismo na busca de ser aceito por um grupo; 

A miséria que pode incentivar nossos jovens e crianças a se tornarem pequenos traficantes.","O desenvolvimento de atividades que desenvolvam a auto-estima;

Presença de regras claras e referências de autoridades na escola;

Valorização do aluno pela escola;

Relações de respeito entre educador e aluno;

A escola como um ambiente seguro e protetor.",3,PUD002-2014.1-A
"1. Adolescente muito carente
2. Pais que batem muito
3. Comunidade sem apoio
4. Pouco visitada por autoridades
5. Gravidez de aluna adolescente
6. Relações conflituosas na familia 
7. Presença de violência
8. Como estratégia para lidar com conflitos","1. Há comunicação entre grupo
2. Compromisso
3. Respeito mutuo
4.Relações abertas
5. Presença de afetividade
6. Cooperação
7. Coerência
8. A escola como ambiente seguro e protetor",3,PUD002-2014.1-A
"PONTOS FRÁGEIS

- Desconhecimento da realidade de algumas das famílias atendidas pela escola (alunos oriundos de bairros distantes que não sabemos como realmente é sua família).
- Alunos oriundos de outros bairros (são muitos os alunos que deixam de estudar nas escolas de bairros vizinhos e procuram essa escola por estar localizada no centro da cidade).
- Alunos recebidos de outras escolas com déficit de aprendizagem.
- A escola recebe muitos alunos despreparados (alunos que nunca frequentaram a educação infantil por descaso familiar).
- Indisponibilidade de tempo por parte de alguns familiares para participar dos eventos da escola.","PONTOS FORTES

- A escola utiliza com responsabilidade a autonomia.
- A equipe escolar realiza reuniões pedagógicas frequentemente.
- Colegiado escolar é atuante e respeitado.
- A escola tem forte parceria com a comunidade local.
- A escola tem autonomia para inovação no tempo e espaços escolares.
- Curso de formação para professores oferecidos pela Secretaria de Estado de Educação.",3,PUD002-2014.1-A
"Participação dos pais no ambiente escolar.
Participação do poder público, com projetos, palestras e incentivos ao combate as drogas.","Organização da gestão para desenvolvimento de parcerias.
Espaço amplo para apresentação de palestras e teatro.",3,PUD002-2014.1-A
"1. Indisciplina de alguns alunos
2. Localização  desprivilegiada
3.  Espaço  físico pequeno
4. Presença do tráfico de drogas no entorno
5. Área de risco em relação a furto, roubo e violência 
6. Uso de álcool por alguns responsáveis
7. Consumo de drogas no entorno
8.  Falta da Ronda Escolar
9.  Poucos recursos financeiros
10. Negligência por parte de alguns responsáveis em relação aos alunos","1.  Professores bem relacionados com os alunos
2. Rede interna com bom desenvolvimento interpessoal
3. Boa relação com a comunidade
4. Diálogo aberto com as famílias
5. Acolhimentos dos projetos e parcerias
6. Espaço de referência na comunidade
7.  Presença atuante do Conselho Escolar
8. Abertura para novos projetos
9. Programa Saúde nas Escolas
10. Disponibilidade do espaço para ações comunitárias",3,PUD002-2014.1-A
"- Insensibilidade e distanciamento na relação professor- aluno.

    -Desmotivação e desengajamento em relação às atividades escolares.

    -Vivência de exclusão nas relações escolares.

    -Presença do uso ou abuso de drogas licitas e ilícitas no ambiente escolar.

    - Relações conflituosas na família.","- Realização de programas de prevenção do envolvimento com drogas pela escola.

             -  Pertencimento e valorização do aluno pela escola.

              - Presença de diálogo como estratégias para lidar com conflitos.

             -  Experiências positivas de aprendizagem.

             -  Grupo de amigos- o grupo que dá espaço ao adolescente para se manifestar, ser protagonista.",3,PUD002-2014.1-A
".Ausência de relação de cooperação entre família e escola;
.Proximidade da rede de distribuição de drogas com a escola;
.O adolescente só pertencer a grupos c/ predominância de hábitos não saudáveis;
.Grupo envolvido com tráfico de drogas;
.Comunidade com forte apelo de consumo.",".Pertencimento e valorização do aluno pela escola;
.Estímulo e motivação para as atividades escolares;
.Mobilização e conscientização para conhecimento sobre a realidade de consumo na escola;
.O grupo que dá espaço ao adolescente para se manifestar e ser protagonista;
.Grupo que não precisa recorrer à violência para solucionar problemas.",3,PUD002-2014.1-A
"* Baixa auto - estima.

* Falta de auto- controle e assertividade.

* Comportamento anti- social precoce.

* Doenças pré- existentes ( transtorno de déficit de atenção e hiperatividade).

* O uso de álcool e outras drogas pelos pais.","* Presença de afetividade e confiança no ambiente escolar.

* Fortes vínculos afetivos entre professores e alunos.

* Coerência e congruência entre professores, diretores e servidores na aplicação de normas e regras.

*Relações de respeito mútuo, compromisso e cooperação entre agentes educativos.

*Promoção de atividades sociais, esportivas e culturais significativas a comunidade.",3,PUD002-2014.1-A
"1.Falta de comunicação entre os profissionais do mesmo turno e dos outros.
2. Ausência de organização, cada um faz o quer, falta consenso. E preciso falar a &quot;mesma língua&quot;.
3. Ausência de um projetos: falta intencionalidade nas ações pedagógicas.
4. Ausência de parcerias: há um descrédito com relação a eficácia de outros setores, como saúde e assistência social.
5. Pouco envolvimento com a comunidade. Pensa-se que a família não tem nada ou muito pouco a contribuir.","1.Profissionais competentes e engajados, cada um tenta fazer o seu melhor.
2. Espaço físico amplo e adequado/ boa estrutura física.
3. Boa materialidade, variedade de recursos pedagógicos.
4. Direção comprometida com o pedagógico.
5.",3,PUD002-2014.1-A
"Necessidade de articulação intersetorial;
Necessidade de implementação de redes;
Dificuldade na disponibilidade para encontros da equipe;
Rotatividade na equipe;
Baixa renda da população da comunidade;","Boa comunicação;
Faixa etária equilibrada;
Encontros com as famílias;
Atividades interativas;
Interesse da membros da equipe pelo tema;",3,PUD002-2014.1-A
"1.Clientela de área de risco presente na escola.
2.Pouca participação da família.
3.Falta de  atividades envolventes e motivadoras.
4.Escola estadual não tem apoio extra escola. 
5. Falta de recursos humanos para melhor atender as necessidades.","1. Corpo docente comprometido.
2..Educadores preocupados com os alunos.
3.Monitoramento por câmeras.
4.Educadores interessados em ter conhecimento sobre as drogas.
5.Indicação de alunos como multiplicadores.",3,PUD002-2014.1-A
"falta de profissionais comprometidos com a questão da prevenção do uso de drogas;
falta de projetos de prevenção;
Alunos carentes;
Falta de profissionais formados;
Falta de projetos culturais.","Direção Comprometida;
Equipe Pedagógica preparada.",3,PUD002-2014.1-A
"1. Localização em um bairro de risco, vítima de exclusão social.
2. Desestrutura familiar.
3. Ausência de projetos de vida.
4. Falta de apoio e presença da família.
5. Alunos desmotivados.","1. Comunidade escolar clama por mudanças.
2. Estabelecimento de parcerias com profissionais da Saúde.
3. Parceria com o CRAS.
4. PROERD
5. Maior envolvimento e conscientização por parte do corpo docente e equipe gestora.",3,PUD002-2014.1-A
"1. Festas na Comunidade com álcool e cigarro
2. Medo de vinganças
3. Ponto de distribuição de drogas na vila
4.  Hábitos de casa de tabaco e álcool
5. Lugar pequeno","1. Bom relacionamento aluno/escola
2. Sentimento de pertencimento
3. Promoção de práticas esportivas
4. Presença de afetivamente e confiança
5. Abordagem reflexiva",3,PUD002-2014.1-A
"Negligencia dos familiares em relação às ações proporcionada pela equipe multidisciplinar da escola. 

Familiares que apresenta ignorância cultural e resistência às mudanças

 Os alunos não exercem função de cobradores e incentivadores na busca das informações","Relação de proximidade entre comunidade escolar e familiar.

Interação da equipe multidisciplinar com toda a comunidade

Acesso direto e diário as residências dos alunos

Forte vínculo afetivo entre professor e aluno

Busca constante das informações sobre as problemáticas que os alunos trazem ao ambiente escolar",3,PUD002-2014.1-A
,,3,PUD002-2014.1-A
"Fatores de risco: pontos frágeis da minha escola

1-	Baixo desempenho escolar
2-	Falta de regras claras
3-	Baixas expectativas em relação às crianças

4-	Exclusão Social
5-	Falta de vínculos com as pessoas e com aprendizagem

6-	Profissionais sem capacitação
7-	Ambiente escolar sem proteção e        segurança","Fatores de proteção: pontos fortes da minha escola

1-	Bom desenvolvimento escolar
2-	Oportunidade de  participação e decisão

3-	Descoberta de possibilidades (e “talentos”)pessoais

4-	Prazer em aprender
5-	Vínculos afetivos com professores e colegas

6-	Profissionais capacitados 
7-	Ambiente escolar seguro e protetor",3,PUD002-2014.1-A
"Pouco envolvimento da família no desenvolvimento dos estudantes;

Os filhos deixados pelos pais sobre a responsabilidade de avós debilitados; 

O fácil acesso a drogas;

A luta contra o individualismo na busca de ser aceito por um grupo; 

A miséria que pode incentivar nossos jovens e crianças a se tornarem pequenos traficantes.","O desenvolvimento de atividades que desenvolvam a auto-estima;

Presença de regras claras e referências de autoridades na escola;

Valorização do aluno pela escola;

Relações de respeito entre educador e aluno;

A escola como um ambiente seguro e protetor.",3,PUD002-2014.1-A
"Fatores de risco: pontos frágeis da minha escola
Clientela da escola de bairro vizinho que é cheio de problemas com drogas e violência
Famílias com problemas de vícios 
Pouco expectativa de crescimento
Histórico de violência e abandono na família
Histórico de pais usuários de drogas  e viciados","Fatores de proteção: pontos fortes da minha escola
Localização da escola em um bairro bom
Funciona apenas o ensino fundamental
Várias gerações da mesma família estuda na escola
Começa a frequentar a escola desde os anos iniciais e sai adolescente
Escola com poucas turmas
Funcionamento do projeto de tempo integral
Pouco rodízio de professores na escola, o que facilita um trabalho contínuo",3,PUD002-2014.1-A
,"Fortes vínculos afetivos entre professores e alunos
Relações amistosas e de cooperação entre a família e a escola
Promoção de práticas escolares criativas e estimulantes
Estímulo ao esporte
Relações abertas, honestas, sem atitudes negativas, punitivas, preconceituosas e excludentes                           Promoção de atividades sociais e esportivas significativas para a comunidade                   Estímulo à prática das atividades escolares
Presença de afetividade e segurança no ambiente escolar
Verbalização positiva acerca do desempenho dos alunos
Incentivo e reflexão sobre o futuro profissional dos alunos",3,PUD002-2014.1-A
"1) Falta de participação e interesse da família na vida escolar do aluno;
2) Falta de um conselho escola/comunidade participativo;
3) Falta de apoio de associações do bairro;
4) Ausência de parcerias com a iniciativa privada; ou igrejas;
5) Desativação do &quot;Núcleo de Adolescentes&quot;.","1) Bom relacionamento do corpo docente e funcionários com os alunos;
2) Parceria com a Guarda Municipal para palestras sobre drogas;
3) Estímulo à prática de atividades escolares;
4) Definição e comunicação de regras e limites;
5) Coerência na aplicação das regras escolares.",3,PUD002-2014.1-A
"1- Estrutura 
2- Falta de Funcionário (porteiro/vigia/zelador)
3- Participação da comunidade
4- Localização","1- Relação Funcionários/Aluno
2- Apoio da Direção
3- Liberdade de Expressão dos professores
4- Incentivo aos alunos em projetos
5- Relação Professor /Aluno
6- Recuperação dos alunos",3,PUD002-2014.1-A
"1 - A localização da escola em área de conflito faz com que tenhamos muitos dias letivos cancelados por confronto na região
2 - Por ser área de risco já perdemos bons profissionais que sentem medo de trabalhar no local
3 - A polivalência é algo que incomoda os professores","1 - Somos um GEC e todos os professores trabalham 4o horas semanais na instituição o que aumenta a qualidade da relação interpessoal e fortalece o sentimento de grupo
2- O fato de trabalharmos em regime de dedicação exclusiva fortalece nossa relação com a escola
3 - Os alunos que por escolha estudam em regime integral tendem a ter um perfil mais responsável e dedicado do que os demais
4 - A direção &quot;defende a escola e &quot;conversa&quot; com o poder paralelo quando necessário",3,PUD002-2014.1-A
"Alunos de diversas origens, sendo um novo mundo o EM, é um momento de descoberta.
Cercado por comunidades violentas, apesar de ser localizado no centro.
relação de alunos usuários.
ambientes de lazer sempre com drogas.
fácil acesso às drogas.","Espírito de equipe dos professores.
Ensino Religioso.
Altas expectativas.
Reduzido contato com a violência na escola.
Participação de alunos especiais.",3,PUD002-2014.1-A
